month,merchant_key,merchant_name,owner,merchant_scale,priority_level,current_gmv,previous_gmv,gmv_change_abs,gmv_loss,gmv_mom,gmv_rank_current,gmv_rank_change,previous_gmv_share,diagnostic_dimensions,data_quality_status,metric_quality_status,merchant_mapping_status,aftersales_rate,attention_reasons
2025-07,ID:5293,成都利民康,负责人 B,MID,NO_PRIORITY,10322.35,6443.66,3878.690000000001,0.0,0.6019389601561846,65.0,-3.0,0.000553516614061,,NO_ALERT,MISSING,NAME_MATCHED,0.0,
2025-07,ID:5379,四川长生康,负责人 B,MID,NO_PRIORITY,87323.09,100574.95,-13251.86,13251.86,-0.1317610399010886,35.0,4.0,0.0086394852899373,,NO_ALERT,MISSING,NAME_MATCHED,0.0131964809384164,
2025-07,ID:5504,亿辰科技,负责人 B,MID,NO_PRIORITY,93419.82,73889.63,19530.19,0.0,0.2643157097958131,34.0,-2.0,0.0063471905426143,,NO_ALERT,MISSING,NAME_MATCHED,0.0407458563535911,
2025-07,ID:6256,四川锐源通,负责人 B,MID,NO_PRIORITY,54267.98,64523.67,-10255.689999999997,10255.689999999997,-0.1589446167584701,44.0,3.0,0.0055426455376589,,NO_ALERT,MISSING,NAME_MATCHED,0.0347222222222222,
2025-07,ID:6326,成都福美康,负责人 B,LONG_TAIL,WATCHLIST,0.0,0.0,0.0,0.0,,78.0,1.0,0.0,Relative Position,NO_ALERT,MISSING,ID_MATCHED,,Relative Position: 排名变化1，同月分位11.6%
2025-07,ID:7119,鑫强劲,负责人 B,MID,NO_PRIORITY,24307.92,15734.0,8573.919999999998,0.0,0.5449294521418584,59.0,-3.0,0.0013515657880205,,NO_ALERT,MISSING,NAME_MATCHED,0.0039525691699604,
2025-07,ID:720,丽康琴保健品,负责人 B,MID,PRIORITY,73174.31,78464.7,-5290.389999999999,5290.389999999999,-0.0674238224322529,38.0,4.0,0.0067401934719265,Trend,NO_ALERT,MISSING,NAME_MATCHED,0.024,Trend: GMV环比-6.7%，连续下降3个月
2025-07,ID:7201,恒生医疗,负责人 B,KEY,WATCHLIST,398119.6,359630.34,38489.25999999995,0.0,0.1070245074428368,12.0,-1.0,0.0308925933569457,Scale / Impact,NO_ALERT,MISSING,NAME_MATCHED,0.0095779706674648,Scale / Impact: GMV损失0.00，上月区域占比3.1%
2025-07,ID:7370,乐宜堂,负责人 B,MID,NO_PRIORITY,124097.77,128727.0,-4629.229999999996,4629.229999999996,-0.0359616086757245,30.0,4.0,0.0110577735600938,,NO_ALERT,MISSING,NAME_MATCHED,0.0188133140376266,
2025-07,ID:8187,四川吉瑞兴,负责人 B,KEY,WATCHLIST,485004.88,420054.07,64950.81,0.0,0.1546248796018092,8.0,-2.0,0.0360830500909351,Scale / Impact,NO_ALERT,MISSING,ID_MATCHED,0.0135190495698484,Scale / Impact: GMV损失0.00，上月区域占比3.6%
2025-07,ID:8188,康晟旗舰店,负责人 B,MID,NO_PRIORITY,145300.14,94937.54,50362.60000000002,0.0,0.5304814091454237,27.0,-5.0,0.0081552263291488,,NO_ALERT,MISSING,ID_MATCHED,0.0142150803461063,
2025-07,ID:8235,福信美商贸,负责人 B,KEY,PRIORITY,291798.37,305889.24,-14090.869999999995,14090.869999999995,-0.046065268591991,17.0,1.0,0.026276180990695,Trend|Scale / Impact,NO_ALERT,MISSING,NAME_MATCHED,0.0139111824505082,Trend: GMV环比-4.6%，连续下降4个月；Scale / Impact: GMV损失14090.87，上月区域占比2.6%
2025-07,ID:8521,聚美健,负责人 B,MID,NO_PRIORITY,183244.43,115799.17,67445.26,0.0,0.582433017438726,23.0,-5.0,0.0099472604838674,,NO_ALERT,MISSING,NAME_MATCHED,0.019466474405191,
2025-07,ID:8913,【2024/10/31关店】活玉旗舰店,负责人 B,LONG_TAIL,WATCHLIST,0.0,0.0,0.0,0.0,,78.0,1.0,0.0,Relative Position,NO_ALERT,MISSING,ID_MATCHED,,Relative Position: 排名变化1，同月分位11.6%
2025-07,ID:8930,惠仁棠,负责人 B,MID,PRIORITY,0.0,2395.9,-2395.9,2395.9,-1.0,78.0,6.0,0.0002058101227607,Trend|Relative Position,NO_ALERT,MISSING,ID_MATCHED,,Trend: GMV环比-100.0%，连续下降4个月；Relative Position: 排名变化6，同月分位11.6%
2025-07,ID:9348,平康购,负责人 B,MID,NO_PRIORITY,2503.2,1678.54,824.6599999999999,0.0,0.4912960072443908,74.0,1.0,0.0001441882062936,,NO_ALERT,MISSING,ID_MATCHED,0.0,
2025-07,ID:960,【退店公示中】欣乐士(原亮剑),负责人 B,LONG_TAIL,WATCHLIST,0.0,0.0,0.0,0.0,,78.0,1.0,0.0,Relative Position,NO_ALERT,MISSING,ID_MATCHED,,Relative Position: 排名变化1，同月分位11.6%
2025-07,NAME:内蒙古康依商贸,内蒙古康依商贸,,UNAVAILABLE,DATA_QUALITY_ALERT,,,,,,,,,,DATA_QUALITY_ALERT,UNRESOLVED_MERCHANT,UNRESOLVED,,
2025-07,NAME:四川聚俊仁信医疗器械,四川聚俊仁信医疗器械,,UNAVAILABLE,DATA_QUALITY_ALERT,,,,,,,,,,DATA_QUALITY_ALERT,UNRESOLVED_MERCHANT,UNRESOLVED,,
2025-07,NAME:成都八百供应链管理,成都八百供应链管理,,UNAVAILABLE,DATA_QUALITY_ALERT,,,,,,,,,,DATA_QUALITY_ALERT,UNRESOLVED_MERCHANT,UNRESOLVED,,
2025-07,NAME:湛江市远潮食品,湛江市远潮食品,,UNAVAILABLE,DATA_QUALITY_ALERT,,,,,,,,,,DATA_QUALITY_ALERT,UNRESOLVED_MERCHANT,UNRESOLVED,,
2025-07,NAME:燊楠贸易,燊楠贸易,,UNAVAILABLE,DATA_QUALITY_ALERT,,,,,,,,,,DATA_QUALITY_ALERT,UNRESOLVED_MERCHANT,UNRESOLVED,,
2025-07,NAME:重庆和煜医疗器械,重庆和煜医疗器械,,UNAVAILABLE,DATA_QUALITY_ALERT,,,,,,,,,,DATA_QUALITY_ALERT,UNRESOLVED_MERCHANT,UNRESOLVED,,
2025-08,ID:11125,药悦网,负责人 B,MID,PRIORITY,14309.44,27371.32,-13061.88,13061.88,-0.4772104524005418,63.0,6.0,0.0022809835033536,Trend,NO_ALERT,MISSING,ID_MATCHED,0.0204081632653061,Trend: GMV环比-47.7%，连续下降5个月
2025-08,ID:1140,都尔东康,负责人 B,MID,NO_PRIORITY,10524.84,11677.14,-1152.2999999999993,1152.2999999999993,-0.0986799849963261,65.0,2.0,0.0009731121373156,,NO_ALERT,MISSING,NAME_MATCHED,0.0158730158730158,
2025-08,ID:1142,普宁普慈,负责人 B,KEY,WATCHLIST,144887.29,207450.55,-62563.25999999998,62563.25999999998,-0.3015815576290349,25.0,4.0,0.0172878502867834,Scale / Impact,NO_ALERT,MISSING,NAME_MATCHED,0.0239549084077031,Scale / Impact: GMV损失62563.26，上月区域占比1.7%
2025-08,ID:11628,子钦医疗,,LONG_TAIL,NO_PRIORITY,845.0,1398.0,-553.0,553.0,-0.3955650929899856,78.0,3.0,0.0001165020516982,,NO_ALERT,MISSING,NAME_MATCHED,0.0,
2025-08,ID:11854,诺和堂,负责人 B,KEY,PRIORITY,225402.94,307667.19,-82264.25,82264.25,-0.2673806394500498,17.0,2.0,0.0256393840309189,Trend|Scale / Impact,NO_ALERT,MISSING,NAME_MATCHED,0.0359116022099447,Trend: GMV环比-26.7%，连续下降3个月；Scale / Impact: GMV损失82264.25，上月区域占比2.6%
2025-08,ID:11860,一玖堂,负责人 B,MID,NO_PRIORITY,37019.85,29261.36,7758.489999999998,0.0,0.265144545571361,54.0,-2.0,0.0024384896105007,,NO_ALERT,MISSING,NAME_MATCHED,0.0192771084337349,
2025-08,ID:11905,贰美医疗,负责人 B,MID,NO_PRIORITY,50031.09,37402.56,12628.53,0.0,0.3376381188881188,46.0,-8.0,0.0031169348918208,,NO_ALERT,MISSING,NAME_MATCHED,0.0120967741935483,
2025-08,ID:11908,药精采,负责人 B,MID,PRIORITY,29398.79,40889.63,-11490.839999999997,11490.839999999997,-0.2810208847573332,56.0,3.0,0.003407529176095,Trend,NO_ALERT,MISSING,NAME_MATCHED,0.0349206349206349,Trend: GMV环比-28.1%，连续下降4个月
2025-08,ID:11984,四川北尘,负责人 B,MID,NO_PRIORITY,63355.03,41128.81,22226.22,0.0,0.540405132071655,40.0,-12.0,0.0034274611937811,,NO_ALERT,MISSING,NAME_MATCHED,0.029296875,
2025-08,ID:12380,纽瑞特,负责人 B,LONG_TAIL,NO_PRIORITY,656.8,242.5,414.3,0.0,1.7084536082474229,79.0,2.0,2.0208689225191165e-05,,NO_ALERT,MISSING,ID_MATCHED,0.0,
2025-08,ID:12382,四川奥慈,负责人 B,MID,NO_PRIORITY,73075.9,79028.34,-5952.440000000002,5952.440000000002,-0.075320321798484,39.0,2.0,0.0065858109816195,,NO_ALERT,MISSING,NAME_MATCHED,0.0148285449490268,
2025-08,ID:1257,辉莹医疗,负责人 B,LONG_TAIL,WATCHLIST,0.0,0.0,0.0,0.0,,80.0,2.0,0.0,Relative Position,NO_ALERT,MISSING,ID_MATCHED,,Relative Position: 排名变化2，同月分位10.6%
2025-08,ID:12642,九之堂旗舰店,负责人 B,MID,WATCHLIST,46220.74,69315.74,-23095.000000000007,23095.000000000007,-0.3331855073609544,50.0,9.0,0.0057764133941202,Relative Position,NO_ALERT,MISSING,NAME_MATCHED,0.0052631578947368,Relative Position: 排名变化9，同月分位50.5%
2025-08,ID:12823,众维器械,负责人 B,LONG_TAIL,WATCHLIST,0.0,0.0,0.0,0.0,,80.0,2.0,0.0,Relative Position,NO_ALERT,MISSING,ID_MATCHED,,Relative Position: 排名变化2，同月分位10.6%
2025-08,ID:12947,江西省战狼商贸,负责人 B,KEY,PRIORITY,141730.11,518213.46,-376483.35,376483.35,-0.7265024532554596,26.0,22.0,0.0431852155276331,Trend|Scale / Impact|Relative Position,NO_ALERT,MISSING,NAME_MATCHED,0.0085959885386819,Trend: GMV环比-72.7%；Scale / Impact: GMV损失376483.35，上月区域占比4.3%；Relative Position: 排名变化22，同月分位74.7%
2025-08,ID:12980,有之源旗舰店,负责人 B,MID,NO_PRIORITY,5157.9,4363.62,794.2799999999997,0.0,0.1820231825869347,70.0,-3.0,0.0003636414040281,,NO_ALERT,MISSING,NAME_MATCHED,0.0175438596491228,
2025-08,ID:13094,四川唤初新材料,负责人 B,LONG_TAIL,WATCHLIST,0.0,0.0,0.0,0.0,,80.0,2.0,0.0,Relative Position,NO_ALERT,MISSING,ID_MATCHED,,Relative Position: 排名变化2，同月分位10.6%
2025-08,ID:13249,成都锦莱源商贸,负责人 B,MID,ATTENTION,1704.88,20796.21,-19091.33,19091.33,-0.9180196776239516,75.0,14.0,0.0017330480204198,Trend|Relative Position,NO_ALERT,MISSING,ID_MATCHED,0.015625,Trend: GMV环比-91.8%；Relative Position: 排名变化14，同月分位25.3%
2025-08,ID:1350,希尔康,负责人 B,KEY,WATCHLIST,228180.48,302387.09,-74206.61000000002,74206.61000000002,-0.2454027055189426,16.0,0.0,0.0251993679485357,Scale / Impact,NO_ALERT,MISSING,NAME_MATCHED,0.0168453292496171,Scale / Impact: GMV损失74206.61，上月区域占比2.5%
2025-08,ID:13778,众维堂器械,负责人 B,MID,PRIORITY,75951.75,79622.79,-3671.0399999999936,3671.0399999999936,-0.0461053926897059,37.0,1.0,0.0066353493540315,Trend,NO_ALERT,MISSING,NAME_MATCHED,0.003454231433506,Trend: GMV环比-4.6%，连续下降3个月
2025-08,ID:14256,四川瑞锦医药科技,负责人 B,MID,PRIORITY,3401.2,4984.38,-1583.1800000000003,1583.1800000000003,-0.3176282707177222,72.0,0.0,0.0004153723150526,Trend,NO_ALERT,MISSING,NAME_MATCHED,0.0263157894736842,Trend: GMV环比-31.8%，连续下降3个月
2025-08,ID:14726,四川然柠安,负责人 B,KEY,NO_PRIORITY,198822.55,182452.44,16370.109999999986,0.0,0.0897226148359537,18.0,-6.0,0.0152046377663415,,NO_ALERT,MISSING,ID_MATCHED,0.0119485294117647,
2025-08,ID:14782,四川弗佑斯贸易,负责人 B,KEY,WATCHLIST,141134.23,214420.99,-73286.75999999998,73286.75999999998,-0.3417891130900943,27.0,7.0,0.0178687305165683,Scale / Impact,NO_ALERT,MISSING,NAME_MATCHED,0.0118518518518518,Scale / Impact: GMV损失73286.76，上月区域占比1.8%
2025-08,ID:1513,长盛医药科技,负责人 B,MID,WATCHLIST,4589.2,6000.11,-1410.91,1410.91,-0.2351473556318134,71.0,0.0,0.0005000179723998,Service,NO_ALERT,MISSING,NAME_MATCHED,0.1041666666666667,Service: 售后率10.4%
2025-08,ID:15134,【退店公示中】成都宝和堂科技,负责人 B,LONG_TAIL,WATCHLIST,0.0,0.0,0.0,0.0,,80.0,2.0,0.0,Relative Position,NO_ALERT,MISSING,ID_MATCHED,,Relative Position: 排名变化2，同月分位10.6%
2025-08,ID:15251,四川宜初霁,负责人 B,KEY,WATCHLIST,822242.81,567089.05,255153.76,0.0,0.4499359668468294,2.0,-1.0,0.0472582530905521,Scale / Impact,NO_ALERT,MISSING,NAME_MATCHED,0.040406050955414,Scale / Impact: GMV损失0.00，上月区域占比4.7%
2025-08,ID:15504,多多医生,负责人 B,MID,NO_PRIORITY,185549.64,142298.91,43250.73000000001,0.0,0.3039428060271159,20.0,-8.0,0.01185845133721,,NO_ALERT,MISSING,NAME_MATCHED,0.0296643247462919,
2025-08,ID:15756,四川瑾辉医疗器械,负责人 B,MID,NO_PRIORITY,21260.5,32333.72,-11073.22,11073.22,-0.3424666261723056,59.0,4.0,0.0026945241194818,,NO_ALERT,MISSING,NAME_MATCHED,0.0151515151515151,
2025-08,ID:15847,成都市嘉乐康健医疗器械,负责人 B,MID,PRIORITY,5573.35,6226.22,-652.8699999999999,652.8699999999999,-0.1048581643436948,68.0,-2.0,0.0005188608042378,Trend,NO_ALERT,MISSING,NAME_MATCHED,0.0125,Trend: GMV环比-10.5%，连续下降5个月
2025-08,ID:16025,四川微至,负责人 B,KEY,WATCHLIST,973355.96,733254.01,240101.94999999995,0.0,0.3274471693649516,1.0,0.0,0.0611055769534648,Scale / Impact,NO_ALERT,MISSING,NAME_MATCHED,0.0073820195096229,Scale / Impact: GMV损失0.00，上月区域占比6.1%
2025-08,ID:16163,济郎中医药科技,负责人 B,KEY,WATCHLIST,264156.58,258360.94,5795.640000000014,0.0,0.0224323382628968,14.0,-4.0,0.021530457502632,Scale / Impact,NO_ALERT,MISSING,NAME_MATCHED,0.0123203285420944,Scale / Impact: GMV损失0.00，上月区域占比2.2%
2025-08,ID:16231,非药易,负责人 B,MID,WATCHLIST,8673.1,9211.57,-538.4699999999993,538.4699999999993,-0.0584558332618652,66.0,-1.0,0.00076764435219,Service,NO_ALERT,MISSING,ID_MATCHED,0.0143540669856459,Service: 售后率1.4%，环比变化226.6%
2025-08,ID:16711,鑫宇豪旗舰店,负责人 B,MID,WATCHLIST,47583.9,71641.77,-24057.870000000003,24057.870000000003,-0.335807867393561,48.0,8.0,0.0059702526411242,Relative Position,NO_ALERT,MISSING,ID_MATCHED,0.0083102493074792,Relative Position: 排名变化8，同月分位52.5%
2025-08,ID:16854,成都原数生物,负责人 B,LONG_TAIL,WATCHLIST,0.0,0.0,0.0,0.0,,80.0,2.0,0.0,Relative Position,NO_ALERT,MISSING,ID_MATCHED,,Relative Position: 排名变化2，同月分位10.6%
2025-08,ID:17301,四川牙易,负责人 B,LONG_TAIL,WATCHLIST,0.0,0.0,0.0,0.0,,80.0,2.0,0.0,Relative Position,NO_ALERT,MISSING,ID_MATCHED,,Relative Position: 排名变化2，同月分位10.6%
2025-08,ID:17386,保和堂,负责人 B,KEY,PRIORITY,175397.02,187576.21,-12179.190000000002,12179.190000000002,-0.0649292892739437,21.0,-1.0,0.0156316261192956,Trend,NO_ALERT,MISSING,NAME_MATCHED,0.0183578104138851,Trend: GMV环比-6.5%，连续下降3个月
2025-08,ID:17613,远聚隆创旗舰店,负责人 B,KEY,WATCHLIST,813989.34,578285.84,235703.5,0.0,0.407589955859891,3.0,1.0,0.0481913353562417,Scale / Impact,NO_ALERT,MISSING,NAME_MATCHED,0.0182730204227875,Scale / Impact: GMV损失0.00，上月区域占比4.8%
2025-08,ID:17614,成都铸盛医疗器械,负责人 B,LONG_TAIL,NO_PRIORITY,3145.0,0.0,3145.0,0.0,,73.0,-5.0,0.0,,NO_ALERT,MISSING,ID_MATCHED,0.0,
2025-08,ID:17716,致呈优选,负责人 B,MID,NO_PRIORITY,35800.08,25053.57,10746.510000000002,0.0,0.4289412646580908,55.0,-3.0,0.0020878342685013,,NO_ALERT,MISSING,NAME_MATCHED,0.0034965034965034,
2025-08,ID:17859,四川亦辰美唯网络科技,负责人 B,MID,NO_PRIORITY,50579.74,53188.59,-2608.8499999999985,2608.8499999999985,-0.0490490535658117,43.0,-3.0,0.0044324605593241,,NO_ALERT,MISSING,NAME_MATCHED,0.0376749192680301,
2025-08,ID:17862,【已退店】医道彤行,负责人 B,LONG_TAIL,WATCHLIST,0.0,0.0,0.0,0.0,,80.0,2.0,0.0,Relative Position,NO_ALERT,MISSING,ID_MATCHED,,Relative Position: 排名变化2，同月分位10.6%
2025-08,ID:18090,天启明,负责人 B,MID,PRIORITY,6502.22,7117.7,-615.4799999999996,615.4799999999996,-0.0864717535158828,67.0,-1.0,0.0005931521125696,Trend|Service,NO_ALERT,MISSING,ID_MATCHED,0.0606060606060606,Trend: GMV环比-8.6%，连续下降4个月；Service: 售后率6.1%，环比变化49.5%
2025-08,ID:18134,四川奇力康健康科技,负责人 B,MID,NO_PRIORITY,81015.49,72841.35,8174.139999999999,0.0,0.1122184034205846,35.0,-4.0,0.0060702194016221,,NO_ALERT,MISSING,NAME_MATCHED,0.0160692212608158,
2025-08,ID:18152,亦蓝辰美,负责人 B,MID,NO_PRIORITY,41135.31,45738.13,-4602.82,4602.82,-0.1006341973316355,52.0,3.0,0.0038115779583974,,NO_ALERT,MISSING,NAME_MATCHED,0.0437062937062937,
2025-08,ID:18517,聚药汇,负责人 B,KEY,WATCHLIST,556895.37,460342.17,96553.2,0.0,0.209742244556913,5.0,-4.0,0.0383625230960004,Scale / Impact,NO_ALERT,MISSING,NAME_MATCHED,0.0530511269928532,Scale / Impact: GMV损失0.00，上月区域占比3.8%
2025-08,ID:18716,【已退店】悦美康宸,负责人 B,LONG_TAIL,WATCHLIST,0.0,0.0,0.0,0.0,,80.0,2.0,0.0,Relative Position,NO_ALERT,MISSING,ID_MATCHED,,Relative Position: 排名变化2，同月分位10.6%
2025-08,ID:19233,成都至本生物科技,负责人 B,MID,NO_PRIORITY,5192.67,6714.12,-1521.4499999999998,1521.4499999999998,-0.2266045289628424,69.0,0.0,0.0005595198536108,,NO_ALERT,MISSING,NAME_MATCHED,0.032258064516129,
2025-08,ID:19239,有识医药,负责人 B,MID,NO_PRIORITY,28898.62,22330.19,6568.43,0.0,0.2941502065141408,57.0,-3.0,0.0018608819383483,,NO_ALERT,MISSING,NAME_MATCHED,0.0479041916167664,
2025-08,ID:19273,鑫众维医药,负责人 B,MID,NO_PRIORITY,37398.7,47428.95,-10030.25,10030.25,-0.2114794866848202,53.0,5.0,0.0039524821065036,,NO_ALERT,MISSING,NAME_MATCHED,0.0163265306122449,
2025-08,ID:1957,臻品堂医药,负责人 B,MID,PRIORITY,107458.71,127185.58,-19726.869999999995,19726.869999999995,-0.155103039196739,31.0,2.0,0.0105989849902915,Trend,NO_ALERT,MISSING,NAME_MATCHED,0.0159235668789808,Trend: GMV环比-15.5%，连续下降3个月
2025-08,ID:1970,成都诚美,负责人 B,KEY,WATCHLIST,525131.86,459840.17,65291.69,0.0,0.1419877911057661,8.0,-2.0,0.0383206890259343,Scale / Impact,NO_ALERT,MISSING,NAME_MATCHED,0.0186246418338108,Scale / Impact: GMV损失0.00，上月区域占比3.8%
2025-08,ID:19743,梦方迪,负责人 B,MID,PRIORITY,18494.66,49804.96,-31310.3,31310.3,-0.6286582701803194,60.0,13.0,0.004150486426858,Trend|Relative Position|Service,NO_ALERT,MISSING,ID_MATCHED,0.0416666666666666,Trend: GMV环比-62.9%；Relative Position: 排名变化13，同月分位40.4%；Service: 售后率4.2%，环比变化437.5%
2025-08,ID:20204,四川永瑞康健医药科技,负责人 B,KEY,NO_PRIORITY,150535.57,177451.54,-26915.97,26915.97,-0.1516806785672302,23.0,-2.0,0.0147878887603776,,NO_ALERT,MISSING,NAME_MATCHED,0.0028846153846153,
2025-08,ID:2021,榕庆商贸,负责人 B,MID,NO_PRIORITY,48137.04,60155.35,-12018.309999999998,12018.309999999998,-0.1997878825407881,47.0,4.0,0.0050130341170416,,NO_ALERT,MISSING,NAME_MATCHED,0.0216867469879518,
2025-08,ID:20230,四川多多邦健康管理,负责人 B,KEY,ATTENTION,119238.2,241605.6,-122367.4,122367.4,-0.5064758432751559,30.0,11.0,0.0201341545792406,Scale / Impact|Relative Position,NO_ALERT,MISSING,NAME_MATCHED,,Scale / Impact: GMV损失122367.40，上月区域占比2.0%；Relative Position: 排名变化11，同月分位70.7%
2025-08,ID:2080,深圳亿乐康,负责人 B,KEY,WATCHLIST,425356.18,426848.08,-1491.9000000000233,1491.9000000000233,-0.0034951545289837,10.0,-1.0,0.035571299773565,Scale / Impact,NO_ALERT,MISSING,ID_MATCHED,0.0067340067340067,Scale / Impact: GMV损失1491.90，上月区域占比3.6%
2025-08,ID:2084,鲁鸿医疗,负责人 B,KEY,WATCHLIST,622207.73,509469.08,112738.64999999997,0.0,0.2212865400977817,4.0,-2.0,0.0424565043610888,Scale / Impact,NO_ALERT,MISSING,NAME_MATCHED,0.0151043980453131,Scale / Impact: GMV损失0.00，上月区域占比4.2%
2025-08,ID:21117,四川赤泉甘木生物科技,,LONG_TAIL,NO_PRIORITY,2950.0,0.0,2950.0,0.0,,74.0,-4.0,0.0,,NO_ALERT,MISSING,ID_MATCHED,0.0,
2025-08,ID:2116,锦仁堂,负责人 B,MID,ATTENTION,51703.02,110773.5,-59070.48,59070.48,-0.5332546141450798,42.0,11.0,0.0092312875706668,Scale / Impact|Relative Position,NO_ALERT,MISSING,NAME_MATCHED,0.0266666666666666,Scale / Impact: GMV损失59070.48，上月区域占比0.9%；Relative Position: 排名变化11，同月分位58.6%
2025-08,ID:21206,四川共创盛世商贸,,MID,NO_PRIORITY,126189.06,94487.05,31702.009999999995,0.0,0.3355169835443057,29.0,-4.0,0.0078740595020828,,NO_ALERT,MISSING,NAME_MATCHED,0.0103448275862069,
2025-08,ID:2170,康爱多医药,负责人 B,MID,NO_PRIORITY,146285.64,168243.93,-21958.28999999998,21958.28999999998,-0.1305146045982163,24.0,-2.0,0.0140205744139992,,NO_ALERT,MISSING,NAME_MATCHED,0.0161834120026972,
2025-08,ID:2182,舒力特,负责人 B,MID,NO_PRIORITY,41540.24,41583.26,-43.02000000000408,43.02000000000408,-0.001034550922655,51.0,0.0,0.0034653326940631,,NO_ALERT,MISSING,NAME_MATCHED,0.0132450331125827,
2025-08,ID:21964,四川承泰仁商贸,,MID,NO_PRIORITY,50251.62,9922.95,40328.67,0.0,4.064181518600819,45.0,-21.0,0.0008269270628746,,NO_ALERT,MISSING,NAME_MATCHED,0.0178217821782178,
2025-08,ID:22033,重庆铃宇消费品供应链,,LONG_TAIL,NO_PRIORITY,1065.6,632.1,433.4999999999999,0.0,0.6858092074038915,77.0,1.0,5.267592766698282e-05,,NO_ALERT,MISSING,NAME_MATCHED,0.0,
2025-08,ID:2205,成都墨芑,负责人 B,KEY,WATCHLIST,434866.68,513429.45,-78562.77000000002,78562.77000000002,-0.1530157064422386,9.0,4.0,0.0427865410066425,Scale / Impact,NO_ALERT,MISSING,ID_MATCHED,0.0202357126973537,Scale / Impact: GMV损失78562.77，上月区域占比4.3%
2025-08,ID:2245,蒙特生物,负责人 B,MID,NO_PRIORITY,77655.86,102557.11,-24901.25,24901.25,-0.2428037412520691,36.0,4.0,0.0085465763456649,,NO_ALERT,MISSING,NAME_MATCHED,0.0035211267605633,
2025-08,ID:22679,江西古戈尔商贸,,LONG_TAIL,WATCHLIST,0.0,0.0,0.0,0.0,,80.0,2.0,0.0,Relative Position,NO_ALERT,MISSING,NAME_MATCHED,,Relative Position: 排名变化2，同月分位10.6%
2025-08,ID:22862,四川众恩德科技,,LONG_TAIL,WATCHLIST,0.0,0.0,0.0,0.0,,80.0,2.0,0.0,Relative Position,NO_ALERT,MISSING,NAME_MATCHED,,Relative Position: 排名变化2，同月分位10.6%
2025-08,ID:22917,成都天蕊贸易,,LONG_TAIL,WATCHLIST,0.0,0.0,0.0,0.0,,80.0,2.0,0.0,Relative Position,NO_ALERT,MISSING,NAME_MATCHED,,Relative Position: 排名变化2，同月分位10.6%
2025-08,ID:22940,四川壹贝佳健康咨询,,LONG_TAIL,WATCHLIST,0.0,0.0,0.0,0.0,,80.0,2.0,0.0,Relative Position,NO_ALERT,MISSING,NAME_MATCHED,,Relative Position: 排名变化2，同月分位10.6%
2025-08,ID:23028,重庆小橘灯商贸,,LONG_TAIL,WATCHLIST,0.0,0.0,0.0,0.0,,80.0,2.0,0.0,Relative Position,NO_ALERT,MISSING,NAME_MATCHED,,Relative Position: 排名变化2，同月分位10.6%
2025-08,ID:23497,重庆赛迪亨商贸,,LONG_TAIL,WATCHLIST,0.0,0.0,0.0,0.0,,80.0,2.0,0.0,Relative Position,NO_ALERT,MISSING,NAME_MATCHED,,Relative Position: 排名变化2，同月分位10.6%
2025-08,ID:23871,好品惠,,LONG_TAIL,WATCHLIST,0.0,0.0,0.0,0.0,,80.0,2.0,0.0,Relative Position,NO_ALERT,MISSING,NAME_MATCHED,,Relative Position: 排名变化2，同月分位10.6%
2025-08,ID:24075,好尔思健康,,LONG_TAIL,WATCHLIST,0.0,0.0,0.0,0.0,,80.0,2.0,0.0,Relative Position,NO_ALERT,MISSING,NAME_MATCHED,,Relative Position: 排名变化2，同月分位10.6%
2025-08,ID:24236,重庆即美购供应链管理,,UNAVAILABLE,DATA_QUALITY_ALERT,,,,,,,,,,NO_ALERT,MISSING,NAME_MATCHED,,
2025-08,ID:24287,四川美恩堂医药,,UNAVAILABLE,DATA_QUALITY_ALERT,,,,,,,,,,NO_ALERT,MISSING,NAME_MATCHED,,
2025-08,ID:24447,成都德善堂生物科技,,UNAVAILABLE,DATA_QUALITY_ALERT,,,,,,,,,,NO_ALERT,MISSING,NAME_MATCHED,,
2025-08,ID:24474,成都三合力医疗用品,,UNAVAILABLE,DATA_QUALITY_ALERT,,,,,,,,,,NO_ALERT,MISSING,NAME_MATCHED,,
2025-08,ID:24489,成都喜之安健康咨询,,UNAVAILABLE,DATA_QUALITY_ALERT,,,,,,,,,,NO_ALERT,MISSING,NAME_MATCHED,,
2025-08,ID:24491,四川蓝漂日用品,,UNAVAILABLE,DATA_QUALITY_ALERT,,,,,,,,,,NO_ALERT,MISSING,NAME_MATCHED,,
2025-08,ID:24513,成都瑞舒达健康管理,,UNAVAILABLE,DATA_QUALITY_ALERT,,,,,,,,,,NO_ALERT,MISSING,NAME_MATCHED,,
2025-08,ID:24713,四川蜀妈妈生物科技,,UNAVAILABLE,DATA_QUALITY_ALERT,,,,,,,,,,NO_ALERT,MISSING,NAME_MATCHED,,
2025-08,ID:24732,四川康福达医疗科技,,UNAVAILABLE,DATA_QUALITY_ALERT,,,,,,,,,,NO_ALERT,MISSING,NAME_MATCHED,,
2025-08,ID:24857,四川汇天美优贸易,,UNAVAILABLE,DATA_QUALITY_ALERT,,,,,,,,,,NO_ALERT,MISSING,NAME_MATCHED,,
2025-08,ID:24874,陕西商玺伟康医药用品,,UNAVAILABLE,DATA_QUALITY_ALERT,,,,,,,,,,NO_ALERT,MISSING,NAME_MATCHED,,
