month,merchant_key,merchant_name,owner,merchant_scale,priority_level,current_gmv,previous_gmv,gmv_change_abs,gmv_loss,gmv_mom,gmv_rank_current,gmv_rank_change,previous_gmv_share,diagnostic_dimensions,data_quality_status,metric_quality_status,merchant_mapping_status,aftersales_rate,attention_reasons
2025-05,ID:11125,药悦网,负责人 B,MID,WATCHLIST,38264.38,57493.95,-19229.57,19229.57,-0.3344624956191042,54.0,6.0,0.0042331179820242,Service,NO_ALERT,MISSING,ID_MATCHED,0.0652920962199312,Service: 售后率6.5%，环比变化32.4%
2025-05,ID:1140,都尔东康,负责人 B,MID,PRIORITY,14085.48,15196.01,-1110.5300000000009,1110.5300000000009,-0.0730803678070757,65.0,2.0,0.0011188395159146,Trend|Service,NO_ALERT,MISSING,NAME_MATCHED,0.0526315789473684,Trend: GMV环比-7.3%，连续下降3个月；Service: 售后率5.3%，环比变化584.2%
2025-05,ID:1142,普宁普慈,负责人 B,KEY,WATCHLIST,257435.33,265300.85,-7865.519999999989,7865.519999999989,-0.0296475491880255,18.0,-2.0,0.0195333560971425,Scale / Impact,NO_ALERT,MISSING,NAME_MATCHED,0.0357370772176132,Scale / Impact: GMV损失7865.52，上月区域占比2.0%
2025-05,ID:11628,子钦医疗,,LONG_TAIL,WATCHLIST,175.0,745.0,-570.0,570.0,-0.7651006711409396,77.0,0.0,5.485225656974404e-05,Trend,NO_ALERT,MISSING,NAME_MATCHED,0.0,Trend: GMV环比-76.5%
2025-05,ID:11854,诺和堂,负责人 B,KEY,ATTENTION,1090839.81,785458.35,305381.4600000001,0.0,0.3887939570570484,1.0,0.0,0.0578310911933527,Scale / Impact|Service,NO_ALERT,MISSING,NAME_MATCHED,0.0542986425339366,Scale / Impact: GMV损失0.00，上月区域占比5.8%；Service: 售后率5.4%，环比变化4.1%
2025-05,ID:11860,一玖堂,负责人 B,MID,NO_PRIORITY,47826.58,45895.64,1930.9400000000023,0.0,0.0420724060063222,50.0,-3.0,0.0033791670076679,,NO_ALERT,MISSING,NAME_MATCHED,0.0323624595469255,
2025-05,ID:11905,贰美医疗,负责人 B,MID,NO_PRIORITY,50398.08,58483.9,-8085.82,8085.82,-0.1382571955700628,48.0,1.0,0.0043060052187909,,NO_ALERT,MISSING,NAME_MATCHED,0.0161377084454007,
2025-05,ID:11908,药精采,负责人 B,MID,WATCHLIST,50637.37,64299.98,-13662.61,13662.61,-0.2124823366974608,47.0,1.0,0.0047342268461602,Service,NO_ALERT,MISSING,NAME_MATCHED,0.0632054176072234,Service: 售后率6.3%，环比变化4.3%
2025-05,ID:11984,四川北尘,负责人 B,MID,PRIORITY,30319.78,125657.71,-95337.93,95337.93,-0.7587113436970959,58.0,27.0,0.009251824092465,Trend|Scale / Impact|Relative Position,NO_ALERT,MISSING,NAME_MATCHED,0.0344827586206896,Trend: GMV环比-75.9%；Scale / Impact: GMV损失95337.93，上月区域占比0.9%；Relative Position: 排名变化27，同月分位42.4%
2025-05,ID:12380,纽瑞特,负责人 B,MID,WATCHLIST,15662.47,36262.18,-20599.71,20599.71,-0.56807698820093,63.0,7.0,0.0026698824176352,Trend,NO_ALERT,MISSING,ID_MATCHED,0.0277777777777777,Trend: GMV环比-56.8%
2025-05,ID:12382,四川奥慈,负责人 B,MID,NO_PRIORITY,76095.48,68317.3,7778.179999999993,0.0,0.1138537383649529,36.0,-5.0,0.0050300108291975,,NO_ALERT,MISSING,NAME_MATCHED,0.037111334002006,
2025-05,ID:1257,辉莹医疗,负责人 B,LONG_TAIL,WATCHLIST,0.0,0.0,0.0,0.0,,78.0,-1.0,0.0,Relative Position,NO_ALERT,MISSING,ID_MATCHED,,Relative Position: 排名变化-1，同月分位11.6%
2025-05,ID:12642,九之堂旗舰店,负责人 B,MID,NO_PRIORITY,59928.43,89991.64,-30063.21,30063.21,-0.3340666977510355,42.0,5.0,0.0066258315790765,,NO_ALERT,MISSING,NAME_MATCHED,0.0236363636363636,
2025-05,ID:12823,众维器械,负责人 B,LONG_TAIL,WATCHLIST,0.0,0.0,0.0,0.0,,78.0,-1.0,0.0,Relative Position,NO_ALERT,MISSING,ID_MATCHED,,Relative Position: 排名变化-1，同月分位11.6%
2025-05,ID:12947,江西省战狼商贸,负责人 B,KEY,WATCHLIST,532460.04,416948.66,115511.38000000006,0.0,0.277039815885246,6.0,-7.0,0.0306987582211154,Scale / Impact,NO_ALERT,MISSING,NAME_MATCHED,0.0334148329258353,Scale / Impact: GMV损失0.00，上月区域占比3.1%
2025-05,ID:12980,有之源旗舰店,负责人 B,MID,PRIORITY,4080.8,5006.17,-925.37,925.37,-0.1848459001592035,72.0,-1.0,0.0003685902298949,Trend,NO_ALERT,MISSING,NAME_MATCHED,0.0,Trend: GMV环比-18.5%，连续下降4个月
2025-05,ID:13094,四川唤初新材料,负责人 B,LONG_TAIL,WATCHLIST,0.0,0.0,0.0,0.0,,78.0,-1.0,0.0,Relative Position,NO_ALERT,MISSING,ID_MATCHED,,Relative Position: 排名变化-1，同月分位11.6%
2025-05,ID:13249,成都锦莱源商贸,负责人 B,MID,NO_PRIORITY,32275.07,37423.37,-5148.300000000003,5148.300000000003,-0.1375691179068053,56.0,1.0,0.002755377574422,,NO_ALERT,MISSING,ID_MATCHED,0.014866979655712,
2025-05,ID:1350,希尔康,负责人 B,KEY,WATCHLIST,469207.06,374394.19,94812.87,0.0,0.2532434330778477,10.0,-7.0,0.0275655921719483,Scale / Impact,NO_ALERT,MISSING,NAME_MATCHED,0.0392681838464971,Scale / Impact: GMV损失0.00，上月区域占比2.8%
2025-05,ID:13778,众维堂器械,负责人 B,MID,NO_PRIORITY,125759.4,120550.64,5208.759999999995,0.0,0.0432080659215081,30.0,-5.0,0.0088758048790964,,NO_ALERT,MISSING,NAME_MATCHED,0.0205128205128205,
2025-05,ID:14256,四川瑞锦医药科技,负责人 B,MID,NO_PRIORITY,7051.99,6587.85,464.1399999999994,0.0,0.0704539417260561,69.0,-2.0,0.000485044883816,,NO_ALERT,MISSING,NAME_MATCHED,0.044776119402985,
2025-05,ID:14726,四川然柠安,负责人 B,KEY,PRIORITY,261804.2,294050.31,-32246.109999999982,32246.109999999982,-0.109661880648927,17.0,-2.0,0.0216500980517218,Trend|Scale / Impact,NO_ALERT,MISSING,ID_MATCHED,0.0230055658627087,Trend: GMV环比-11.0%，连续下降3个月；Scale / Impact: GMV损失32246.11，上月区域占比2.2%
2025-05,ID:14782,四川弗佑斯贸易,负责人 B,MID,NO_PRIORITY,184345.31,129704.42,54640.89,0.0,0.4212723822364728,25.0,-4.0,0.0095497719786172,,NO_ALERT,MISSING,NAME_MATCHED,0.0222419928825622,
2025-05,ID:1513,长盛医药科技,负责人 B,MID,NO_PRIORITY,5791.45,4486.55,1304.8999999999996,0.0,0.2908470874056903,70.0,-4.0,0.0003303320694134,,NO_ALERT,MISSING,NAME_MATCHED,0.02,
2025-05,ID:15134,【退店公示中】成都宝和堂科技,负责人 B,LONG_TAIL,WATCHLIST,0.0,0.0,0.0,0.0,,78.0,-1.0,0.0,Relative Position,NO_ALERT,MISSING,ID_MATCHED,,Relative Position: 排名变化-1，同月分位11.6%
2025-05,ID:15251,四川宜初霁,负责人 B,KEY,ATTENTION,487724.59,391242.3,96482.29000000004,0.0,0.246604955548007,7.0,-9.0,0.0288060711685057,Scale / Impact|Service,NO_ALERT,MISSING,NAME_MATCHED,0.0912337662337662,Scale / Impact: GMV损失0.00，上月区域占比2.9%；Service: 售后率9.1%，环比变化10.3%
2025-05,ID:15504,多多医生,负责人 B,MID,NO_PRIORITY,136150.27,123597.05,12553.219999999988,0.0,0.1015656927086849,29.0,-5.0,0.009100103487065,,NO_ALERT,MISSING,NAME_MATCHED,0.049234135667396,
2025-05,ID:15756,四川瑾辉医疗器械,负责人 B,MID,NO_PRIORITY,35468.11,29615.2,5852.91,0.0,0.1976319592641615,55.0,-4.0,0.0021804839580728,,NO_ALERT,MISSING,NAME_MATCHED,0.0178217821782178,
2025-05,ID:15847,成都市嘉乐康健医疗器械,负责人 B,MID,NO_PRIORITY,8484.68,9210.54,-725.8600000000006,725.8600000000006,-0.0788075400573691,68.0,0.0,0.0006781461788266,,NO_ALERT,MISSING,NAME_MATCHED,0.0476190476190476,
2025-05,ID:16025,四川微至,负责人 B,KEY,WATCHLIST,570456.01,778911.44,-208455.42999999996,208455.42999999996,-0.2676240446539082,4.0,2.0,0.0573490606066963,Scale / Impact,NO_ALERT,MISSING,NAME_MATCHED,0.0267686424474187,Scale / Impact: GMV损失208455.43，上月区域占比5.7%
2025-05,ID:16163,济郎中医药科技,负责人 B,KEY,WATCHLIST,190325.22,326232.32,-135907.1,135907.1,-0.4165960625850927,24.0,6.0,0.0240195690174266,Scale / Impact,NO_ALERT,MISSING,NAME_MATCHED,0.0323974082073434,Scale / Impact: GMV损失135907.10，上月区域占比2.4%
2025-05,ID:16231,非药易,负责人 B,MID,NO_PRIORITY,3873.36,5450.81,-1577.4500000000005,1577.4500000000005,-0.2893973556223754,73.0,1.0,0.0004013278236683,,NO_ALERT,MISSING,ID_MATCHED,0.0284090909090909,
2025-05,ID:16711,鑫宇豪旗舰店,负责人 B,MID,NO_PRIORITY,41502.82,37747.99,3754.8300000000017,0.0,0.0994709917004852,53.0,-1.0,0.0027792784328484,,NO_ALERT,MISSING,ID_MATCHED,0.0337837837837837,
2025-05,ID:16854,成都原数生物,负责人 B,LONG_TAIL,WATCHLIST,0.0,0.0,0.0,0.0,,78.0,-1.0,0.0,Relative Position,NO_ALERT,MISSING,ID_MATCHED,,Relative Position: 排名变化-1，同月分位11.6%
2025-05,ID:17301,四川牙易,负责人 B,LONG_TAIL,WATCHLIST,0.0,0.0,0.0,0.0,,78.0,-1.0,0.0,Relative Position,NO_ALERT,MISSING,ID_MATCHED,,Relative Position: 排名变化-1，同月分位11.6%
2025-05,ID:17386,保和堂,负责人 B,KEY,NO_PRIORITY,237763.86,199437.03,38326.82999999999,0.0,0.1921750940635247,20.0,-3.0,0.0146839881061311,,NO_ALERT,MISSING,NAME_MATCHED,0.020759613116301,
2025-05,ID:17613,远聚隆创旗舰店,负责人 B,KEY,PRIORITY,222811.8,583182.69,-360370.89,360370.89,-0.6179382484757907,22.0,17.0,0.0429381027367966,Trend|Scale / Impact|Relative Position,NO_ALERT,MISSING,NAME_MATCHED,0.0355648535564853,Trend: GMV环比-61.8%；Scale / Impact: GMV损失360370.89，上月区域占比4.3%；Relative Position: 排名变化17，同月分位78.8%
2025-05,ID:17614,成都铸盛医疗器械,负责人 B,MID,ATTENTION,0.0,9925.0,-9925.0,9925.0,-1.0,78.0,11.0,0.000730749861013,Trend|Relative Position,NO_ALERT,MISSING,ID_MATCHED,,Trend: GMV环比-100.0%；Relative Position: 排名变化11，同月分位11.6%
2025-05,ID:17716,致呈优选,负责人 B,MID,NO_PRIORITY,23136.3,12562.58,10573.72,0.0,0.8416837942524544,59.0,-6.0,0.0009249474648831,,NO_ALERT,MISSING,NAME_MATCHED,0.0032362459546925,
2025-05,ID:17859,四川亦辰美唯网络科技,负责人 B,MID,WATCHLIST,50250.53,55926.67,-5676.139999999999,5676.139999999999,-0.1014925437184084,49.0,0.0,0.0041177235596394,Service,NO_ALERT,MISSING,NAME_MATCHED,0.058078141499472,Service: 售后率5.8%，环比变化35.9%
2025-05,ID:17862,【已退店】医道彤行,负责人 B,LONG_TAIL,ATTENTION,0.0,460.45,-460.45,460.45,-1.0,78.0,0.0,3.390163964770288e-05,Trend|Relative Position,NO_ALERT,MISSING,ID_MATCHED,,Trend: GMV环比-100.0%；Relative Position: 排名变化0，同月分位11.6%
2025-05,ID:18090,天启明,负责人 B,MID,WATCHLIST,9532.03,10486.88,-954.8499999999984,954.8499999999984,-0.0910518667134551,66.0,0.0,0.0007721195065451,Service,NO_ALERT,MISSING,ID_MATCHED,0.0707070707070707,Service: 售后率7.1%，环比变化116.8%
2025-05,ID:18134,四川奇力康健康科技,负责人 B,MID,NO_PRIORITY,69243.98,67373.34,1870.6399999999996,0.0,0.0277652852003478,37.0,-6.0,0.0049605097069001,,NO_ALERT,MISSING,NAME_MATCHED,0.0252844500632111,
2025-05,ID:18152,亦蓝辰美,负责人 B,MID,NO_PRIORITY,46978.97,35753.57,11225.4,0.0,0.3139658501234981,51.0,-6.0,0.0026324348925158,,NO_ALERT,MISSING,NAME_MATCHED,0.0525525525525525,
2025-05,ID:18517,聚药汇,负责人 B,KEY,ATTENTION,360269.68,425271.09,-65001.41000000003,65001.41000000003,-0.1528469993104869,14.0,2.0,0.0313115153562076,Scale / Impact|Service,NO_ALERT,MISSING,NAME_MATCHED,0.0735239509840326,Scale / Impact: GMV损失65001.41，上月区域占比3.1%；Service: 售后率7.4%，环比变化3.4%
2025-05,ID:18716,【已退店】悦美康宸,负责人 B,LONG_TAIL,WATCHLIST,0.0,0.0,0.0,0.0,,78.0,-1.0,0.0,Relative Position,NO_ALERT,MISSING,ID_MATCHED,,Relative Position: 排名变化-1，同月分位11.6%
2025-05,ID:19233,成都至本生物科技,负责人 B,MID,WATCHLIST,16114.44,7537.43,8577.01,0.0,1.1379223422307074,62.0,-7.0,0.0005549597909214,Service,NO_ALERT,MISSING,NAME_MATCHED,0.1346153846153846,Service: 售后率13.5%，环比变化189.4%
2025-05,ID:19239,有识医药,负责人 B,MID,ATTENTION,41687.61,83743.5,-42055.89,42055.89,-0.5021988572247398,52.0,14.0,0.0061657985879843,Relative Position|Service,NO_ALERT,MISSING,NAME_MATCHED,0.056338028169014,Relative Position: 排名变化14，同月分位48.5%；Service: 售后率5.6%，环比变化-30.5%
2025-05,ID:19273,鑫众维医药,负责人 B,MID,NO_PRIORITY,59352.17,66810.43,-7458.259999999995,7458.259999999995,-0.1116331686534571,44.0,-1.0,0.0049190642253623,,NO_ALERT,MISSING,NAME_MATCHED,0.0308123249299719,
2025-05,ID:1957,臻品堂医药,负责人 B,KEY,NO_PRIORITY,248204.08,193335.1,54868.97999999998,0.0,0.2838024755980677,19.0,-5.0,0.0142347201464927,,NO_ALERT,MISSING,NAME_MATCHED,0.0226969292389853,
2025-05,ID:1970,成都诚美,负责人 B,KEY,WATCHLIST,479522.17,451522.92,27999.25,0.0,0.062010694828072,8.0,-2.0,0.033244363832161,Scale / Impact,NO_ALERT,MISSING,NAME_MATCHED,0.0507266246229777,Scale / Impact: GMV损失0.00，上月区域占比3.3%
2025-05,ID:19743,梦方迪,负责人 B,MID,NO_PRIORITY,65637.44,54072.23,11565.21,0.0,0.2138844652791276,39.0,-12.0,0.0039811863533667,,NO_ALERT,MISSING,ID_MATCHED,0.0337552742616033,
2025-05,ID:20204,四川永瑞康健医药科技,负责人 B,KEY,NO_PRIORITY,215203.86,243480.51,-28276.650000000023,28276.650000000023,-0.1161351682728117,23.0,1.0,0.0179267857775196,,NO_ALERT,MISSING,NAME_MATCHED,0.0198537095088819,
2025-05,ID:2021,榕庆商贸,负责人 B,MID,NO_PRIORITY,58216.19,55278.17,2938.020000000004,0.0,0.0531497334300321,45.0,-5.0,0.0040699763269072,,NO_ALERT,MISSING,NAME_MATCHED,0.0316742081447963,
2025-05,ID:20230,四川多多邦健康管理,负责人 B,MID,NO_PRIORITY,137541.0,153665.25,-16124.25,16124.25,-0.1049310107522683,27.0,0.0,0.0113139405622199,,NO_ALERT,MISSING,NAME_MATCHED,,
2025-05,ID:2080,深圳亿乐康,负责人 B,KEY,ATTENTION,364117.28,646520.72,-282403.43999999994,282403.43999999994,-0.4368049333360885,13.0,10.0,0.0476015039075109,Scale / Impact|Relative Position,NO_ALERT,MISSING,ID_MATCHED,0.0200481154771451,Scale / Impact: GMV损失282403.44，上月区域占比4.8%；Relative Position: 排名变化10，同月分位87.9%
2025-05,ID:2084,鲁鸿医疗,负责人 B,KEY,WATCHLIST,630368.69,547871.73,82496.95999999996,0.0,0.1505771433032325,2.0,-4.0,0.0403382559748584,Scale / Impact,NO_ALERT,MISSING,NAME_MATCHED,0.0389665396018636,Scale / Impact: GMV损失0.00，上月区域占比4.0%
2025-05,ID:21117,四川赤泉甘木生物科技,,LONG_TAIL,WATCHLIST,0.0,0.0,0.0,0.0,,78.0,-1.0,0.0,Relative Position,NO_ALERT,MISSING,ID_MATCHED,,Relative Position: 排名变化-1，同月分位11.6%
2025-05,ID:2116,锦仁堂,负责人 B,MID,NO_PRIORITY,68174.26,66896.15,1278.1100000000006,0.0,0.0191058827750176,38.0,-6.0,0.0049253755480913,,NO_ALERT,MISSING,NAME_MATCHED,0.0509090909090909,
2025-05,ID:21206,四川共创盛世商贸,,LONG_TAIL,NO_PRIORITY,280.4,0.0,280.4,0.0,,76.0,-3.0,0.0,,NO_ALERT,MISSING,NAME_MATCHED,0.0,
2025-05,ID:2170,康爱多医药,负责人 B,MID,NO_PRIORITY,136358.33,123657.6,12700.72999999998,0.0,0.1027088508914937,28.0,-5.0,0.0091045616134211,,NO_ALERT,MISSING,NAME_MATCHED,0.0171496156120638,
2025-05,ID:2182,舒力特,负责人 B,MID,NO_PRIORITY,31823.88,33541.05,-1717.170000000002,1717.170000000002,-0.0511960716793302,57.0,-1.0,0.0024695332620384,,NO_ALERT,MISSING,NAME_MATCHED,0.0534351145038167,
2025-05,ID:21964,四川承泰仁商贸,,LONG_TAIL,WATCHLIST,0.0,0.0,0.0,0.0,,78.0,-1.0,0.0,Relative Position,NO_ALERT,MISSING,NAME_MATCHED,,Relative Position: 排名变化-1，同月分位11.6%
2025-05,ID:22033,重庆铃宇消费品供应链,,LONG_TAIL,WATCHLIST,0.0,0.0,0.0,0.0,,78.0,-1.0,0.0,Relative Position,NO_ALERT,MISSING,NAME_MATCHED,,Relative Position: 排名变化-1，同月分位11.6%
2025-05,ID:2205,成都墨芑,负责人 B,KEY,WATCHLIST,471571.49,506577.34,-35005.850000000035,35005.850000000035,-0.0691026764047519,9.0,1.0,0.0372978660752999,Scale / Impact,NO_ALERT,MISSING,ID_MATCHED,0.0426610978520286,Scale / Impact: GMV损失35005.85，上月区域占比3.7%
2025-05,ID:2245,蒙特生物,负责人 B,MID,NO_PRIORITY,64657.8,68222.85,-3565.050000000003,3565.050000000003,-0.052255952367865,40.0,-2.0,0.0050230567410995,,NO_ALERT,MISSING,NAME_MATCHED,0.0430528375733855,
2025-05,ID:22679,江西古戈尔商贸,,LONG_TAIL,WATCHLIST,0.0,0.0,0.0,0.0,,78.0,-1.0,0.0,Relative Position,NO_ALERT,MISSING,NAME_MATCHED,,Relative Position: 排名变化-1，同月分位11.6%
2025-05,ID:22862,四川众恩德科技,,LONG_TAIL,WATCHLIST,0.0,0.0,0.0,0.0,,78.0,-1.0,0.0,Relative Position,NO_ALERT,MISSING,NAME_MATCHED,,Relative Position: 排名变化-1，同月分位11.6%
2025-05,ID:22917,成都天蕊贸易,,LONG_TAIL,WATCHLIST,0.0,0.0,0.0,0.0,,78.0,-1.0,0.0,Relative Position,NO_ALERT,MISSING,NAME_MATCHED,,Relative Position: 排名变化-1，同月分位11.6%
2025-05,ID:22940,四川壹贝佳健康咨询,,LONG_TAIL,WATCHLIST,0.0,0.0,0.0,0.0,,78.0,-1.0,0.0,Relative Position,NO_ALERT,MISSING,NAME_MATCHED,,Relative Position: 排名变化-1，同月分位11.6%
2025-05,ID:23028,重庆小橘灯商贸,,LONG_TAIL,WATCHLIST,0.0,0.0,0.0,0.0,,78.0,-1.0,0.0,Relative Position,NO_ALERT,MISSING,NAME_MATCHED,,Relative Position: 排名变化-1，同月分位11.6%
2025-05,ID:23497,重庆赛迪亨商贸,,LONG_TAIL,WATCHLIST,0.0,0.0,0.0,0.0,,78.0,-1.0,0.0,Relative Position,NO_ALERT,MISSING,NAME_MATCHED,,Relative Position: 排名变化-1，同月分位11.6%
2025-05,ID:23871,好品惠,,LONG_TAIL,WATCHLIST,0.0,0.0,0.0,0.0,,78.0,-1.0,0.0,Relative Position,NO_ALERT,MISSING,NAME_MATCHED,,Relative Position: 排名变化-1，同月分位11.6%
2025-05,ID:24075,好尔思健康,,LONG_TAIL,WATCHLIST,0.0,0.0,0.0,0.0,,78.0,-1.0,0.0,Relative Position,NO_ALERT,MISSING,NAME_MATCHED,,Relative Position: 排名变化-1，同月分位11.6%
2025-05,ID:24236,重庆即美购供应链管理,,UNAVAILABLE,DATA_QUALITY_ALERT,,,,,,,,,,NO_ALERT,MISSING,NAME_MATCHED,,
2025-05,ID:24287,四川美恩堂医药,,UNAVAILABLE,DATA_QUALITY_ALERT,,,,,,,,,,NO_ALERT,MISSING,NAME_MATCHED,,
2025-05,ID:24447,成都德善堂生物科技,,UNAVAILABLE,DATA_QUALITY_ALERT,,,,,,,,,,NO_ALERT,MISSING,NAME_MATCHED,,
2025-05,ID:24474,成都三合力医疗用品,,UNAVAILABLE,DATA_QUALITY_ALERT,,,,,,,,,,NO_ALERT,MISSING,NAME_MATCHED,,
2025-05,ID:24489,成都喜之安健康咨询,,UNAVAILABLE,DATA_QUALITY_ALERT,,,,,,,,,,NO_ALERT,MISSING,NAME_MATCHED,,
2025-05,ID:24491,四川蓝漂日用品,,UNAVAILABLE,DATA_QUALITY_ALERT,,,,,,,,,,NO_ALERT,MISSING,NAME_MATCHED,,
2025-05,ID:24513,成都瑞舒达健康管理,,UNAVAILABLE,DATA_QUALITY_ALERT,,,,,,,,,,NO_ALERT,MISSING,NAME_MATCHED,,
2025-05,ID:24713,四川蜀妈妈生物科技,,UNAVAILABLE,DATA_QUALITY_ALERT,,,,,,,,,,NO_ALERT,MISSING,NAME_MATCHED,,
2025-05,ID:24732,四川康福达医疗科技,,UNAVAILABLE,DATA_QUALITY_ALERT,,,,,,,,,,NO_ALERT,MISSING,NAME_MATCHED,,
2025-05,ID:24857,四川汇天美优贸易,,UNAVAILABLE,DATA_QUALITY_ALERT,,,,,,,,,,NO_ALERT,MISSING,NAME_MATCHED,,
2025-05,ID:24874,陕西商玺伟康医药用品,,UNAVAILABLE,DATA_QUALITY_ALERT,,,,,,,,,,NO_ALERT,MISSING,NAME_MATCHED,,
2025-05,ID:24989,盛弘康品,,UNAVAILABLE,DATA_QUALITY_ALERT,,,,,,,,,,NO_ALERT,MISSING,NAME_MATCHED,,
2025-05,ID:25025,成都御养集商贸,,UNAVAILABLE,DATA_QUALITY_ALERT,,,,,,,,,,NO_ALERT,MISSING,NAME_MATCHED,,
2025-05,ID:2563,成都天然堂,负责人 B,MID,WATCHLIST,53849.87,99366.73,-45516.85999999999,45516.85999999999,-0.4580694161919185,46.0,10.0,0.0073160931120221,Relative Position,NO_ALERT,MISSING,NAME_MATCHED,0.046070460704607,Relative Position: 排名变化10，同月分位54.5%
2025-05,ID:2837,四川多乐士,负责人 B,KEY,PRIORITY,268371.46,416128.32,-147756.86,147756.86,-0.3550752325628786,16.0,2.0,0.030638358892049,Trend|Scale / Impact,NO_ALERT,MISSING,NAME_MATCHED,0.0454884414615958,Trend: GMV环比-35.5%，连续下降4个月；Scale / Impact: GMV损失147756.86，上月区域占比3.1%
2025-05,ID:3001,华药天康,负责人 B,MID,NO_PRIORITY,76273.83,74205.76,2068.070000000007,0.0,0.0278693998956416,35.0,-4.0,0.005463561592581,,NO_ALERT,MISSING,NAME_MATCHED,0.0301587301587301,
2025-05,ID:3279,四川朝利,负责人 B,MID,NO_PRIORITY,20865.13,19820.74,1044.3899999999994,0.0,0.0526917763917995,60.0,-1.0,0.0014593453904458,,NO_ALERT,MISSING,NAME_MATCHED,0.0175438596491228,
2025-05,ID:3314,上品康健,负责人 B,KEY,ATTENTION,95262.03,168905.86,-73643.82999999999,73643.82999999999,-0.4360051806373088,34.0,9.0,0.0124360638508097,Scale / Impact|Relative Position,NO_ALERT,MISSING,NAME_MATCHED,0.0207156308851224,Scale / Impact: GMV损失73643.83，上月区域占比1.2%；Relative Position: 排名变化9，同月分位66.7%
2025-05,ID:3787,蓉易购,负责人 B,MID,WATCHLIST,15079.28,22270.17,-7190.889999999998,7190.889999999998,-0.3228933591436436,64.0,4.0,0.0016396900385125,Service,NO_ALERT,MISSING,NAME_MATCHED,0.0597014925373134,Service: 售后率6.0%，环比变化-16.0%
2025-05,ID:4216,壹药师,负责人 B,KEY,ATTENTION,574937.8,458244.05,116693.75000000006,0.0,0.2546541520833714,3.0,-6.0,0.0337392217478639,Scale / Impact|Service,NO_ALERT,MISSING,NAME_MATCHED,0.0694615700780929,Scale / Impact: GMV损失0.00，上月区域占比3.4%；Service: 售后率6.9%，环比变化45.7%
2025-05,ID:4930,大圣旗舰店,负责人 B,KEY,WATCHLIST,378147.86,405829.28,-27681.42000000004,27681.42000000004,-0.0682095190371676,12.0,-3.0,0.0298800695168785,Scale / Impact,NO_ALERT,MISSING,NAME_MATCHED,0.0208073241781106,Scale / Impact: GMV损失27681.42，上月区域占比3.0%
2025-05,ID:5293,成都利民康,负责人 B,MID,WATCHLIST,9053.99,13963.49,-4909.5,4909.5,-0.3515954822182706,67.0,3.0,0.0010280925316631,Service,NO_ALERT,MISSING,NAME_MATCHED,0.0588235294117647,Service: 售后率5.9%，环比变化77.9%
2025-05,ID:5379,四川长生康,负责人 B,MID,NO_PRIORITY,99909.55,134284.77,-34375.21999999999,34375.21999999999,-0.2559874809332435,32.0,4.0,0.0098870102784551,,NO_ALERT,MISSING,NAME_MATCHED,0.0368956743002544,
2025-05,ID:5504,亿辰科技,负责人 B,MID,NO_PRIORITY,59853.17,53714.53,6138.639999999999,0.0,0.1142826717463598,43.0,-9.0,0.0039548499074942,,NO_ALERT,MISSING,NAME_MATCHED,0.0501930501930501,
2025-05,ID:6256,四川锐源通,负责人 B,MID,WATCHLIST,62791.86,69720.67,-6928.809999999998,6928.809999999998,-0.0993795670638276,41.0,1.0,0.005133337018865,Service,NO_ALERT,MISSING,NAME_MATCHED,0.0713043478260869,Service: 售后率7.1%，环比变化-4.3%
2025-05,ID:6326,成都福美康,负责人 B,LONG_TAIL,PRIORITY,2253.24,2834.59,-581.3500000000004,581.3500000000004,-0.2050913888781095,74.0,-1.0,0.0002087028965772,Trend|Service,NO_ALERT,MISSING,ID_MATCHED,0.125,Trend: GMV环比-20.5%，连续下降3个月；Service: 售后率12.5%，环比变化25.0%
2025-05,ID:7119,鑫强劲,负责人 B,MID,WATCHLIST,20677.76,17817.43,2860.329999999998,0.0,0.1605354981049453,61.0,-1.0,0.0013118473043938,Service,NO_ALERT,MISSING,NAME_MATCHED,0.0206185567010309,Service: 售后率2.1%，环比变化258.8%
2025-05,ID:720,丽康琴保健品,负责人 B,MID,NO_PRIORITY,97959.95,124454.34,-26494.39,26494.39,-0.2128844201013802,33.0,1.0,0.0091632233408028,,NO_ALERT,MISSING,NAME_MATCHED,0.0321167883211678,
2025-05,ID:7201,恒生医疗,负责人 B,KEY,WATCHLIST,407752.55,442899.34,-35146.79000000004,35146.79000000004,-0.07935615799292,11.0,0.0,0.0326094338687923,Scale / Impact,NO_ALERT,MISSING,NAME_MATCHED,0.0295566502463054,Scale / Impact: GMV损失35146.79，上月区域占比3.3%
2025-05,ID:7370,乐宜堂,负责人 B,MID,NO_PRIORITY,163949.11,156651.5,7297.609999999986,0.0,0.0465849991860913,26.0,0.0,0.0115338097584365,,NO_ALERT,MISSING,NAME_MATCHED,0.0295169946332737,
2025-05,ID:8187,四川吉瑞兴,负责人 B,KEY,WATCHLIST,564841.14,583548.73,-18707.589999999967,18707.589999999967,-0.0320583167064727,5.0,1.0,0.0429650532334339,Scale / Impact,NO_ALERT,MISSING,ID_MATCHED,0.0257078986587183,Scale / Impact: GMV损失18707.59，上月区域占比4.3%
