file_name,relative_path,file_type,file_size,modified_time,possible_version_group,read_status,sheet,rows,columns,fields,preview_masked,date_candidates,date_range,possible_grain,candidate_keys,duplicate_rows,has_formula,notes
非药商务绩效+热销价+商家进度统计_2026-05-28_sub_高运.xlsx,绩效与商家销售额汇总\01_绩效\非药商务绩效+热销价+商家进度统计_2026-05-28_sub_高运.xlsx,xlsx,197434,2026-05-28T09:41:41,非药商务绩效+热销价+商家进度统计_DATE_sub_高运,READABLE,商业售后情况统计,18,8,月份 | 商务对接人1 | 当月订单数 | 当月商家原因售后订单数 | 上月订单数 | 上月商家原因售后订单数 | 当月商家原因售后订单率 | 上月商家原因售后订单率,202605 | 高运 | 59984 | 805 | 66559 | 1203 | <PHONE_MASKED> | <PHONE_MASKED> || 202601 | 高运 | 85760 | 1643 | 88085 | 1815 | <PHONE_MASKED> | 0.02060509734915139 || 202501 | 高运 | 94405 | 3681 | 103402 | 3980 | <PHONE_MASKED> | 0.03849055144001083,月份,月份:2024-12-01..2026-05-01,unknown_pending_business_confirmation,,0,False,Workbook sheet profiled locally; no source rows copied to output.
非药商务绩效+热销价+商家进度统计_2026-05-28_sub_高运.xlsx,绩效与商家销售额汇总\01_绩效\非药商务绩效+热销价+商家进度统计_2026-05-28_sub_高运.xlsx,xlsx,197434,2026-05-28T09:41:41,非药商务绩效+热销价+商家进度统计_DATE_sub_高运,READABLE,商业售后情况,1418,17,月份 | 供应商ID | 供应商名称 | 商业开店日期 | 当月订单数 | 上月订单数 | 当月售后订单数 | 上月售后订单数 | 当月商家原因售后订单数 | 上月商家原因售后订单数 | 商务对接人 | 供应商省份 | 运营名称 | 对应人 | 当月商家原因售后订单率 | 上月商家原因售后订单率 | 商家原因售后订单率环比,202506 | 15756 | 四川瑾辉医疗器械 | 20231201 | 550 | 505 | 30 | 19 | 16 | 9 | None | 四川省 | 高运 | 高运 | 0.02909090909090909 | <PHONE_MASKED> | 0.6323232323232324 || 202505 | 3787 | 蓉易购 | 20200402 | 134 | 183 | 16 | 18 | 8 | 13 | None | 四川省 | 高运 | 高运 | <PHONE_MASKED> | <PHONE_MASKED> | <PHONE_MASKED> || 202605 | 2245 | 蒙特生物 | 20180613 | 440 | 550 | 14 | 14 | 7 | 11 | None | 四川省 | 高运 | 高运 | <PHONE_MASKED> | 0.02 | -0.2045454545454547,月份 | 商业开店日期,月份:2024-12-01..2026-05-01 | 商业开店日期:2016-12-26..2026-05-18,unknown_pending_business_confirmation,供应商ID,0,False,Workbook sheet profiled locally; no source rows copied to output.
非药商务绩效+热销价+商家进度统计_2026-05-28_sub_高运.xlsx,绩效与商家销售额汇总\01_绩效\非药商务绩效+热销价+商家进度统计_2026-05-28_sub_高运.xlsx,xlsx,197434,2026-05-28T09:41:41,非药商务绩效+热销价+商家进度统计_DATE_sub_高运,READABLE,商业每月GMV,112,56,供应商ID | 供应商名称 | 供应商证件名称 | 供应商省份 | 供应商城市 | 商业类型 | 商业开店日期 | 商业首单日期 | 状态 | a202605 | a202604 | a202603 | a202602 | a202601 | a202512 | a202511 | a202510 | a202509 | a202508 | a202507 | a202506 | a202505 | a202504 | a202503 | a202502 | a202501 | a202412 | a202411 | a202410 | a202409 | a202408 | a202407 | a202406 | a202405 | a202404 | a202403 | a202402 | a202401 | a202312 | a202311 | a202310 | a202309 | a202308 | a202307 | a202306 | a202305 | a202304 | a202303 | a202302 | a202301 | 商务对接人 | 简称 | 运营名称 | 对应人 | 主店铺ID | 合并统计店铺,720 | 丽康琴保健品 | 四川丽康琴保健用品有限公司 | 四川省 | 成都市 | None | 20161226 | 20161230 | 有效 | 51486.31 | 58840.04 | 62467.27 | 70088.97 | 73712.78 | 72230.27 | 76806.85 | 87872.37 | 80322.08 | 89271.63 | 73174.31 | 78464.7 | 97959.95 | 124454.34 | 119142.63 | 107345.95 | 216985.04 | 150581.05 | 136574.85 | 136677.4 | 117741.45 | 132710.36 | 140849.12 | 176356.95 | 185884.52 | 190726.12 | 223305.45 | 107883.01 | 204531.16 | 179684.17 | 196952.79 | 175128.9 | 203764.25 | 206641.73 | 103920.98 | 134010.7 | 173251.53 | 135352.06 | 90928.92 | 70492.37 | 42698.89 | None | 丽康琴保健品 | 高运 | 高运 | 720 | 丽康琴保健品 || 1140 | 都尔东康 | 成都市尔东康商贸有限公司 | 四川省 | 成都市 | None | 20170620 | 20170622 | 有效 | 10574.2 | 8755 | 13328.92 | 12426.74 | 17911.74 | 12727.05 | 14072.88 | 13953.8 | 21033.3 | 10524.84 | 11677.14 | 14282.8 | 14085.48 | 15196.01 | 17008.05 | 20444.08 | 17273.34 | 14806.84 | 19474.04 | 24433.22 | 26263.16 | 27668.12 | 21594.92 | 15325.17 | 27544.12 | 17629.62 | 33861.84 | 25800.44 | 31221.48 | 38456.3 | 36813.98 | 35522.49 | 21204.53 | 15569.83 | 13538.42 | 24475.04 | 19688.57 | 25896.85 | 27909 | 59331.61 | 70780.94 | None | 都尔东康 | 高运 | 高运 | 1140 | 都尔东康 || 1142 | 普宁普慈 | 普宁市普慈医疗器械有限公司 | 广东省 | 揭阳市 | None | 20170620 | 20170628 | 有效 | 103929.98 | 65136.35 | 82024.43 | 72862.61 | 149577.84 | 198022.37 | 222823.29 | 145541.41 | 134313.87 | 144887.29 | 207450.55 | 190865.97 | 257435.33 | 265300.85 | 261222.86 | 224217.26 | 225821.26 | 307224.83 | 283024.62 | 258433.73 | 322827.73 | 383287.12 | 352134.91 | 384078.32 | 262181.09 | 248564.99 | 279775.63 | 194033.84 | 291853.49 | 335202.99 | 281698.8 | 284781.81 | 243603.64 | 271599.21 | 389289.37 | 345989.87 | 446453.14 | 354956.25 | 486720.85 | 529731.56 | 367291.87 | None | 普宁普慈 | 高运 | 高运 | 1142 | 普宁普慈,商业开店日期 | 商业首单日期,商业开店日期:2016-12-26..2026-05-18 | 商业首单日期:2016-12-30..2026-05-19,unknown_pending_business_confirmation,供应商ID | 主店铺ID,0,False,Workbook sheet profiled locally; no source rows copied to output.
非药商务绩效+热销价+商家进度统计_2026-05-28_sub_高运.xlsx,绩效与商家销售额汇总\01_绩效\非药商务绩效+热销价+商家进度统计_2026-05-28_sub_高运.xlsx,xlsx,197434,2026-05-28T09:41:41,非药商务绩效+热销价+商家进度统计_DATE_sub_高运,READABLE,新开商业情况,102,29,供应商ID | 简称 | 供应商省份 | 状态 | 商业保证金 | 实时在架sku数 | 主店铺ID | 月份 | GMV | 之前月份的峰值 | 在架天数5天以上sku数 | 月份差 | 商务对接人 | 动销店数 | 分店GMV | 当月是否5万 | 新开有效 | 一线品牌品类gmv | 非重点品gmv | 之前月份的非重点品峰值 | 之前月份的重点品峰值 | 非重点品增量gmv | 重点品增量gmv | 保证金水平 | 有效计件 | 商业类型 | 开店月份 | 首单月份 | 增量分享标记,22679 | 江西古戈尔商贸 | 江西省 | 有效 | 100000 | 34 | 22679 | 2026-05 | 25373.1 | 36585.54 | 35 | 7 | 高运 | 297 | 25373.1 | 0 | 无效 | 0 | 25373.1 | 36585.54 | 0 | 0 | 0 | 100000 | 0 | 普通店 | 2025-08 | 2025-09 | 0 || 22862 | 四川众恩德科技 | 四川省 | 有效 | 100000 | 117 | 22862 | 2026-05 | 108114.19 | 476864.78 | 118 | 6 | 高运 | 925 | 108114.19 | 1 | 无效 | 92853.48999999999 | 15260.70000000001 | 40898.06 | 443561.94 | 0 | 0 | 100000 | 0 | 普通店 | 2025-09 | 2025-10 | 0 || 22917 | 成都天蕊贸易 | 四川省 | 有效 | 100000 | 944 | 22917 | 2026-05 | 325999.72 | 558654.71 | 965 | 7 | 高运 | 1639 | 232938.72 | 1 | 无效 | 273311.06 | 52688.65999999997 | 73409.32999999996 | 485245.38 | 0 | 0 | 100000 | 0 | 普通店 | 2025-09 | 2025-09 | 0,月份 | 开店月份 | 首单月份,月份:2025-01-01..2026-05-01 | 开店月份:2025-08-01..2026-05-01 | 首单月份:2025-09-01..2026-05-01,unknown_pending_business_confirmation,供应商ID | 主店铺ID,0,False,Workbook sheet profiled locally; no source rows copied to output.
非药商务绩效+热销价+商家进度统计_2026-05-28_sub_高运.xlsx,绩效与商家销售额汇总\01_绩效\非药商务绩效+热销价+商家进度统计_2026-05-28_sub_高运.xlsx,xlsx,197434,2026-05-28T09:41:41,非药商务绩效+热销价+商家进度统计_DATE_sub_高运,READABLE,医疗器械经营店,1,23,药店ID | 省份 | 市区 | full_name | 在药师帮注册日期 | 启用日期 | 药店首单日期 | BD | 是否添加微信 | 药采购权限审核通过日期 | 最近一次申请药采购权限时间 | 商务对接人 | 美团评级 | 商家组负责人 | 线索提供人* | 激励 | BD线索 | a202601 | a202602 | a202603 | a202604 | a202605 | 新开标签,3389366 | 重庆市 | 重庆市 | 重庆康美迪贸易有限公司 | 2024-08-27 14:21:20 | 2025-09-13 11:04:56 | 2025-11-13 14:23:27 | 唐雯琦 | 0 | 2025-09-13 11:04:56 | 2025-09-13 11:04:56 | 高运 | 0 | nan | nan | nan | nan | 0 | 0 | 0 | 0 | 0 | None,在药师帮注册日期 | 启用日期 | 药店首单日期 | 药采购权限审核通过日期 | 最近一次申请药采购权限时间,在药师帮注册日期:2024-08-27..2024-08-27 | 启用日期:2025-09-13..2025-09-13 | 药店首单日期:2025-11-13..2025-11-13 | 药采购权限审核通过日期:2025-09-13..2025-09-13 | 最近一次申请药采购权限时间:2025-09-13..2025-09-13,unknown_pending_business_confirmation,药店ID,0,False,Workbook sheet profiled locally; no source rows copied to output.
非药商务绩效+热销价+商家进度统计_2026-05-28_sub_高运.xlsx,绩效与商家销售额汇总\01_绩效\非药商务绩效+热销价+商家进度统计_2026-05-28_sub_高运.xlsx,xlsx,197434,2026-05-28T09:41:41,非药商务绩效+热销价+商家进度统计_DATE_sub_高运,READABLE,新开商业补充保证金情况,1,9,供应商ID | 月份 | 简称 | 状态 | 商务对接人 | 最新保证金水平 | 过去保证金水平 | 过去有效计件 | 补充新开系数,24732 | 2026-04 | 四川康福达医疗科技 | 有效 | 高运 | 20000 | 10000 | 0 | 0,月份,月份:2026-04-01..2026-04-01,unknown_pending_business_confirmation,供应商ID,0,False,Workbook sheet profiled locally; no source rows copied to output.
非药商务绩效+热销价+商家进度统计_2026-06-01_sub_高运.xlsx,绩效与商家销售额汇总\01_绩效\非药商务绩效+热销价+商家进度统计_2026-06-01_sub_高运.xlsx,xlsx,199272,2026-06-01T11:13:02,非药商务绩效+热销价+商家进度统计_DATE_sub_高运,READABLE,总体目标,6,21,月份 | 商务对接人 | 非重点品增量gmv | 重点品增量gmv | 新开6个月内5万商家数 | 开店商业数 | 首单商业数 | 品牌店开店商业数 | 有效新开数 | 当月订单数 | 当月商家原因售后订单数 | 上月订单数 | 上月商家原因售后订单数 | 当月商家原因售后订单率 | 上月商家原因售后订单率 | 当月商家原因售后订单率环比 | 售后备注 | 补充新开系数 | 新开系数 | 对应每家计件奖金 | 破峰提成系数,2026-04 | 高运 | 47499.22000000004 | 590020.43 | 5 | 4 | 5 | 1 | 0.4 | 66568 | 1215 | 76348 | 1445 | <PHONE_MASKED> | <PHONE_MASKED> | -0.03563689485351818 | 无事发生 | 0 | 0.4 | 0 | 0 || 2026-06 | 高运 | 700 | 0 | None | None | None | None | 0 | None | None | None | None | None | None | None | 0 | 0 | 0 | 0 | 0 || 2026-01 | 高运 | 66687.72000000003 | 268289.8700000001 | 3 | 2 | 1 | 1 | 0 | 85760 | 1646 | 88085 | 1815 | <PHONE_MASKED> | 0.02060509734915139 | -0.06852674900291933 | 无事发生 | 0 | 0 | 0 | 0,月份,月份:2026-01-01..2026-06-01,unknown_pending_business_confirmation,,0,False,Workbook sheet profiled locally; no source rows copied to output.
非药商务绩效+热销价+商家进度统计_2026-06-01_sub_高运.xlsx,绩效与商家销售额汇总\01_绩效\非药商务绩效+热销价+商家进度统计_2026-06-01_sub_高运.xlsx,xlsx,199272,2026-06-01T11:13:02,非药商务绩效+热销价+商家进度统计_DATE_sub_高运,READABLE,商业售后情况统计,18,8,月份 | 商务对接人1 | 当月订单数 | 当月商家原因售后订单数 | 上月订单数 | 上月商家原因售后订单数 | 当月商家原因售后订单率 | 上月商家原因售后订单率,202501 | 高运 | 94405 | 3681 | 103402 | 3980 | <PHONE_MASKED> | 0.03849055144001083 || 202605 | 高运 | 67892 | 964 | 66559 | 1215 | <PHONE_MASKED> | <PHONE_MASKED> || 202601 | 高运 | 85760 | 1646 | 88085 | 1815 | <PHONE_MASKED> | 0.02060509734915139,月份,月份:2024-12-01..2026-05-01,unknown_pending_business_confirmation,,0,False,Workbook sheet profiled locally; no source rows copied to output.
非药商务绩效+热销价+商家进度统计_2026-06-01_sub_高运.xlsx,绩效与商家销售额汇总\01_绩效\非药商务绩效+热销价+商家进度统计_2026-06-01_sub_高运.xlsx,xlsx,199272,2026-06-01T11:13:02,非药商务绩效+热销价+商家进度统计_DATE_sub_高运,READABLE,商业售后情况,1419,17,月份 | 供应商ID | 供应商名称 | 商业开店日期 | 当月订单数 | 上月订单数 | 当月售后订单数 | 上月售后订单数 | 当月商家原因售后订单数 | 上月商家原因售后订单数 | 商务对接人 | 供应商省份 | 运营名称 | 对应人 | 当月商家原因售后订单率 | 上月商家原因售后订单率 | 商家原因售后订单率环比,202506 | 2084 | 鲁鸿医疗 | 20180427 | 1893 | 2361 | 77 | 137 | 42 | 92 | None | 四川省 | 高运 | 高运 | <PHONE_MASKED> | 0.03896653960186362 | <PHONE_MASKED> || 202507 | 5379 | 四川长生康 | 20210915 | 682 | 753 | 26 | 33 | 9 | 13 | None | 四川省 | 高运 | 高运 | <PHONE_MASKED> | <PHONE_MASKED> | <PHONE_MASKED> || 202504 | 5379 | 四川长生康 | 20210915 | 1079 | 728 | 75 | 52 | 36 | 24 | None | 四川省 | 高运 | 高运 | 0.03336422613531047 | 0.03296703296703297 | <PHONE_MASKED>,月份 | 商业开店日期,月份:2024-12-01..2026-05-01 | 商业开店日期:2016-12-26..2026-05-28,unknown_pending_business_confirmation,供应商ID,0,False,Workbook sheet profiled locally; no source rows copied to output.
非药商务绩效+热销价+商家进度统计_2026-06-01_sub_高运.xlsx,绩效与商家销售额汇总\01_绩效\非药商务绩效+热销价+商家进度统计_2026-06-01_sub_高运.xlsx,xlsx,199272,2026-06-01T11:13:02,非药商务绩效+热销价+商家进度统计_DATE_sub_高运,READABLE,商业每月GMV,113,56,供应商ID | 供应商名称 | 供应商证件名称 | 供应商省份 | 供应商城市 | 商业类型 | 商业开店日期 | 商业首单日期 | 状态 | a202605 | a202604 | a202603 | a202602 | a202601 | a202512 | a202511 | a202510 | a202509 | a202508 | a202507 | a202506 | a202505 | a202504 | a202503 | a202502 | a202501 | a202412 | a202411 | a202410 | a202409 | a202408 | a202407 | a202406 | a202405 | a202404 | a202403 | a202402 | a202401 | a202312 | a202311 | a202310 | a202309 | a202308 | a202307 | a202306 | a202305 | a202304 | a202303 | a202302 | a202301 | 商务对接人 | 简称 | 运营名称 | 对应人 | 主店铺ID | 合并统计店铺,720 | 丽康琴保健品 | 四川丽康琴保健用品有限公司 | 四川省 | 成都市 | None | 20161226 | 20161230 | 有效 | 57593.14 | 58840.04 | 62467.27 | 70088.97 | 73712.78 | 72230.27 | 76806.85 | 87872.37 | 80322.08 | 89271.63 | 73174.31 | 78464.7 | 97959.95 | 124454.34 | 119142.63 | 107345.95 | 216985.04 | 150581.05 | 136574.85 | 136677.4 | 117741.45 | 132710.36 | 140849.12 | 176356.95 | 185884.52 | 190726.12 | 223305.45 | 107883.01 | 204531.16 | 179684.17 | 196952.79 | 175128.9 | 203764.25 | 206641.73 | 103920.98 | 134010.7 | 173251.53 | 135352.06 | 90928.92 | 70492.37 | 42698.89 | None | 丽康琴保健品 | 高运 | 高运 | 720 | 丽康琴保健品 || 1140 | 都尔东康 | 成都市尔东康商贸有限公司 | 四川省 | 成都市 | None | 20170620 | 20170622 | 有效 | 11236.7 | 8755 | 13328.92 | 12426.74 | 17911.74 | 12727.05 | 14072.88 | 13953.8 | 21033.3 | 10524.84 | 11677.14 | 14282.8 | 14085.48 | 15196.01 | 17008.05 | 20444.08 | 17273.34 | 14806.84 | 19474.04 | 24433.22 | 26263.16 | 27668.12 | 21594.92 | 15325.17 | 27544.12 | 17629.62 | 33861.84 | 25800.44 | 31221.48 | 38456.3 | 36813.98 | 35522.49 | 21204.53 | 15569.83 | 13538.42 | 24475.04 | 19688.57 | 25896.85 | 27909 | 59331.61 | 70780.94 | None | 都尔东康 | 高运 | 高运 | 1140 | 都尔东康 || 1142 | 普宁普慈 | 普宁市普慈医疗器械有限公司 | 广东省 | 揭阳市 | None | 20170620 | 20170628 | 有效 | 114177.14 | 65136.35 | 82024.43 | 72862.61 | 149577.84 | 198022.37 | 222823.29 | 145541.41 | 134313.87 | 144887.29 | 207450.55 | 190865.97 | 257435.33 | 265300.85 | 261222.86 | 224217.26 | 225821.26 | 307224.83 | 283024.62 | 258433.73 | 322827.73 | 383287.12 | 352134.91 | 384078.32 | 262181.09 | 248564.99 | 279775.63 | 194033.84 | 291853.49 | 335202.99 | 281698.8 | 284781.81 | 243603.64 | 271599.21 | 389289.37 | 345989.87 | 446453.14 | 354956.25 | 486720.85 | 529731.56 | 367291.87 | None | 普宁普慈 | 高运 | 高运 | 1142 | 普宁普慈,商业开店日期 | 商业首单日期,商业开店日期:2016-12-26..2026-05-28 | 商业首单日期:2016-12-30..2026-05-29,unknown_pending_business_confirmation,供应商ID | 主店铺ID,0,False,Workbook sheet profiled locally; no source rows copied to output.
非药商务绩效+热销价+商家进度统计_2026-06-01_sub_高运.xlsx,绩效与商家销售额汇总\01_绩效\非药商务绩效+热销价+商家进度统计_2026-06-01_sub_高运.xlsx,xlsx,199272,2026-06-01T11:13:02,非药商务绩效+热销价+商家进度统计_DATE_sub_高运,READABLE,新开商业情况,115,29,供应商ID | 简称 | 供应商省份 | 状态 | 商业保证金 | 实时在架sku数 | 主店铺ID | 月份 | GMV | 之前月份的峰值 | 在架天数5天以上sku数 | 月份差 | 商务对接人 | 动销店数 | 分店GMV | 当月是否5万 | 新开有效 | 一线品牌品类gmv | 非重点品gmv | 之前月份的非重点品峰值 | 之前月份的重点品峰值 | 非重点品增量gmv | 重点品增量gmv | 保证金水平 | 有效计件 | 商业类型 | 开店月份 | 首单月份 | 增量分享标记,22679 | 江西古戈尔商贸 | 江西省 | 有效 | 100000 | 34 | 22679 | 2026-06 | 61.6 | 36585.54 | None | 8 | 高运 | 1 | 61.6 | 0 | 无效 | 0 | 61.6 | 36585.54 | 0 | 0 | 0 | 100000 | 0 | 普通店 | 2025-08 | 2025-09 | 0 || 22862 | 四川众恩德科技 | 四川省 | 有效 | 100000 | 117 | 22862 | 2026-06 | 165.48 | 476864.78 | None | 7 | 高运 | 4 | 165.48 | 0 | 无效 | 0 | 165.48 | 40898.06 | 443561.94 | 0 | 0 | 100000 | 0 | 普通店 | 2025-09 | 2025-10 | 0 || 22917 | 成都天蕊贸易 | 四川省 | 有效 | 100000 | 951 | 22917 | 2026-06 | 1386.5 | 558654.71 | None | 8 | 高运 | 4 | 1117 | 0 | 无效 | 0 | 1386.5 | 73409.32999999996 | 485245.38 | 0 | 0 | 100000 | 0 | 普通店 | 2025-09 | 2025-09 | 0,月份 | 开店月份 | 首单月份,月份:2025-01-01..2026-06-01 | 开店月份:2025-08-01..2026-05-01 | 首单月份:2025-09-01..2026-05-01,unknown_pending_business_confirmation,供应商ID | 主店铺ID,0,False,Workbook sheet profiled locally; no source rows copied to output.
非药商务绩效+热销价+商家进度统计_2026-06-01_sub_高运.xlsx,绩效与商家销售额汇总\01_绩效\非药商务绩效+热销价+商家进度统计_2026-06-01_sub_高运.xlsx,xlsx,199272,2026-06-01T11:13:02,非药商务绩效+热销价+商家进度统计_DATE_sub_高运,READABLE,医疗器械经营店,1,23,药店ID | 省份 | 市区 | full_name | 在药师帮注册日期 | 启用日期 | 药店首单日期 | BD | 是否添加微信 | 药采购权限审核通过日期 | 最近一次申请药采购权限时间 | 商务对接人 | 美团评级 | 商家组负责人 | 线索提供人* | 激励 | BD线索 | a202601 | a202602 | a202603 | a202604 | a202605 | 新开标签,3389366 | 重庆市 | 重庆市 | 重庆康美迪贸易有限公司 | 2024-08-27 14:21:20 | 2025-09-13 11:04:56 | 2025-11-13 14:23:27 | 唐雯琦 | 0 | 2025-09-13 11:04:56 | 2025-09-13 11:04:56 | 高运 | 0 | nan | nan | nan | nan | 0 | 0 | 0 | 0 | 0 | None,在药师帮注册日期 | 启用日期 | 药店首单日期 | 药采购权限审核通过日期 | 最近一次申请药采购权限时间,在药师帮注册日期:2024-08-27..2024-08-27 | 启用日期:2025-09-13..2025-09-13 | 药店首单日期:2025-11-13..2025-11-13 | 药采购权限审核通过日期:2025-09-13..2025-09-13 | 最近一次申请药采购权限时间:2025-09-13..2025-09-13,unknown_pending_business_confirmation,药店ID,0,False,Workbook sheet profiled locally; no source rows copied to output.
非药商务绩效+热销价+商家进度统计_2026-06-01_sub_高运.xlsx,绩效与商家销售额汇总\01_绩效\非药商务绩效+热销价+商家进度统计_2026-06-01_sub_高运.xlsx,xlsx,199272,2026-06-01T11:13:02,非药商务绩效+热销价+商家进度统计_DATE_sub_高运,READABLE,新开商业补充保证金情况,1,9,供应商ID | 月份 | 简称 | 状态 | 商务对接人 | 最新保证金水平 | 过去保证金水平 | 过去有效计件 | 补充新开系数,24732 | 2026-04 | 四川康福达医疗科技 | 有效 | 高运 | 20000 | 10000 | 0 | 0,月份,月份:2026-04-01..2026-04-01,unknown_pending_business_confirmation,供应商ID,0,False,Workbook sheet profiled locally; no source rows copied to output.
非药商务绩效+热销价+商家进度统计_2026-07-01_sub_高运 (1).xlsx,绩效与商家销售额汇总\01_绩效\非药商务绩效+热销价+商家进度统计_2026-07-01_sub_高运 (1).xlsx,xlsx,78475,2026-07-06T16:49:29,非药商务绩效+热销价+商家进度统计_DATE_sub_高运,READABLE,总体目标,7,21,月份 | 商务对接人 | 非重点品增量gmv | 重点品增量gmv | 新开6个月内5万商家数 | 开店商业数 | 首单商业数 | 品牌店开店商业数 | 有效新开数 | 当月订单数 | 当月商家原因售后订单数 | 上月订单数 | 上月商家原因售后订单数 | 当月商家原因售后订单率 | 上月商家原因售后订单率 | 当月商家原因售后订单率环比 | 售后备注 | 补充新开系数 | 新开系数 | 对应每家计件奖金 | 破峰提成系数,2026-03 | 高运 | 16811.79 | 188012.21 | 5 | 7 | 4 | None | 0.6000000000000001 | 13028 | 190 | 9071 | 149 | <PHONE_MASKED> | <PHONE_MASKED> | <PHONE_MASKED> | 无事发生 | 0 | 0.6 | 0 | 0 || 2026-06 | 高运 | 73639.70000000001 | 338285.41 | 7 | 6 | 7 | 1 | 3.600000000000001 | 18602 | 362 | 15661 | 341 | <PHONE_MASKED> | <PHONE_MASKED> | <PHONE_MASKED> | 无事发生 | 0 | 3.6 | 200 | 0.5 || 2026-01 | 高运 | 66843.96000000004 | 268649.8700000001 | 3 | 2 | 1 | 1 | 0 | 9013 | 115 | 5854 | 81 | <PHONE_MASKED> | <PHONE_MASKED> | <PHONE_MASKED> | 无事发生 | 0 | 0 | 0 | 0,月份,月份:2026-01-01..2026-07-01,unknown_pending_business_confirmation,,0,False,Workbook sheet profiled locally; no source rows copied to output.
非药商务绩效+热销价+商家进度统计_2026-07-01_sub_高运 (1).xlsx,绩效与商家销售额汇总\01_绩效\非药商务绩效+热销价+商家进度统计_2026-07-01_sub_高运 (1).xlsx,xlsx,78475,2026-07-06T16:49:29,非药商务绩效+热销价+商家进度统计_DATE_sub_高运,READABLE,商业售后情况统计,19,8,月份 | 商务对接人1 | 当月订单数 | 当月商家原因售后订单数 | 上月订单数 | 上月商家原因售后订单数 | 当月商家原因售后订单率 | 上月商家原因售后订单率,202509 | 高运 | 1268 | 28 | 1275 | 23 | 0.0220820189274448 | <PHONE_MASKED> || 202412 | 高运 | 596 | 26 | 0 | 0 | 0.0436241610738255 | None || 202504 | 高运 | 398 | 32 | 324 | 19 | 0.08040201005025126 | <PHONE_MASKED>,月份,月份:2024-12-01..2026-06-01,unknown_pending_business_confirmation,,0,False,Workbook sheet profiled locally; no source rows copied to output.
非药商务绩效+热销价+商家进度统计_2026-07-01_sub_高运 (1).xlsx,绩效与商家销售额汇总\01_绩效\非药商务绩效+热销价+商家进度统计_2026-07-01_sub_高运 (1).xlsx,xlsx,78475,2026-07-06T16:49:29,非药商务绩效+热销价+商家进度统计_DATE_sub_高运,READABLE,商业售后情况,195,17,月份 | 供应商ID | 供应商名称 | 商业开店日期 | 当月订单数 | 上月订单数 | 当月售后订单数 | 上月售后订单数 | 当月商家原因售后订单数 | 上月商家原因售后订单数 | 商务对接人 | 供应商省份 | 运营名称 | 对应人 | 当月商家原因售后订单率 | 上月商家原因售后订单率 | 商家原因售后订单率环比,202605 | 22940 | 四川壹贝佳健康咨询 | 20250928 | 1319 | 1199 | 37 | 52 | 3 | 13 | 高运 | 四川省 | 高运 | 高运 | <ID_MASKED> | <PHONE_MASKED> | -0.7902256954569312 || 202509 | 21117 | 四川赤泉甘木生物科技 | 20250407 | 8 | 10 | 0 | 0 | 0 | 0 | 高运 | 四川省 | 高运 | 高运 | 0 | 0 | 0 || 202602 | 21964 | 四川承泰仁商贸 | 20250619 | 350 | 396 | 12 | 6 | 3 | 1 | 高运 | 四川省 | 高运 | 高运 | <PHONE_MASKED> | <ID_MASKED> | 2.394285714285714,月份 | 商业开店日期,月份:2024-12-01..2026-06-01 | 商业开店日期:2023-01-12..2026-06-23,unknown_pending_business_confirmation,供应商ID,0,False,Workbook sheet profiled locally; no source rows copied to output.
